csvNORAD_ID,TLE_LINE1,TLE_LINE2
90733U,1 90733U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90733  95.7456 130.5291 0007276 318.4297 157.2619 15.289775573
90734U,1 90734U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90734  95.0760 151.2900 0002327 121.4466 334.4052 15.291381444
90735U,1 90735U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90735  95.7235 155.9061 0003481  84.1117  57.5092 15.296716615
90736U,1 90736U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90736  96.5467  33.2287 0009743   5.5789 304.7733 15.320005846
90737U,1 90737U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90737  98.4929  19.4039 0009852 250.1845 120.6127 15.262650317
90738U,1 90738U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90738  98.0548 276.7890 0001070 131.2586 104.4086 15.364833628
90739U,1 90739U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90739  98.0567  58.8765 0001900 212.0441 121.8353 15.271889079
90740U,1 90740U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90740  95.5256 324.0426 0002638 175.2162  13.5854 15.259412280
90741U,1 90741U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90741  95.0578  65.1176 0008973  88.6231 349.4217 15.331808751
90742U,1 90742U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90742  96.3388  77.2661 0002761 150.4887 134.6590 15.246737992
90743U,1 90743U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90743  96.1642  79.1949 0002665 111.1185 325.0718 15.363157373
90744U,1 90744U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90744  95.6713 181.1508 0005599 310.1297 312.3258 15.375301464
90745U,1 90745U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90745  97.8280 116.3646 0008454   7.5023 249.6070 15.252360795
90746U,1 90746U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90746  97.8010 155.7453 0003343  24.5854 300.1655 15.288327896
90747U,1 90747U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90747  97.4676  30.7831 0001564 295.6979 336.1039 15.340293137
90748U,1 90748U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90748  95.5611 289.8194 0007043 304.2676 303.9640 15.221860598
90749U,1 90749U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90749  96.0047 208.7507 0002228 331.1471   9.4586 15.364157619
90750U,1 90750U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90750  98.3465 152.4457 0004900 285.6326 284.5744 15.372805190
90751U,1 90751U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90751  96.6634 342.3633 0008050  26.2287 247.5140 15.239348141
90752U,1 90752U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90752  98.1310   4.5452 0003160 217.6101 193.9247 15.257683982
90753U,1 90753U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90753  98.8394  30.4770 0004144  33.5625 264.7372 15.262331333
90754U,1 90754U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90754  98.0597 143.0423 0007310  43.1746  70.3126 15.335698594
90755U,1 90755U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90755  97.5115 168.9461 0004850 355.8833 198.9529 15.248190625
90756U,1 90756U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90756  96.7216 126.7261 0002480  85.8573 187.2014 15.272667226
90757U,1 90757U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90757  97.9038 243.4945 0001254 176.1895 262.6145 15.223860237
90758U,1 90758U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90758  98.8809 285.6344 0001851 186.3432  21.4767 15.344893508
90759U,1 90759U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90759  96.8585 188.3126 0004696 302.1839 211.7127 15.326458669
90760U,1 90760U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90760  97.0931 335.4789 0003890 238.2294 116.7620 15.314726360
90761U,1 90761U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90761  97.4558 239.0684 0001674 324.9364 347.6534 15.320371151
90762U,1 90762U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90762  97.8064  14.2974 0004048 121.5832 310.6792 15.373568112
90763U,1 90763U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90763  97.1546 134.3176 0006349 278.9430  74.3910 15.281445683
90764U,1 90764U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90764  95.0136 213.8056 0006045 275.1183 290.9855 15.220564274
90765U,1 90765U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90765  98.0303   9.5949 0001928 343.0886 289.2425 15.255031305
90766U,1 90766U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90766  98.7596 307.1600 0007111  43.5512 204.1232 15.275743696
90767U,1 90767U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90767  96.3444 136.0411 0001664 286.2054 219.9083 15.306950857
90768U,1 90768U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90768  96.2437  71.1115 0006471 270.4537 113.2940 15.227007458
90769U,1 90769U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90769  97.5975 317.7694 0002976 302.7603 263.6139 15.382092999
90770U,1 90770U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90770  98.4098  28.4565 0006700 248.0920  33.3965 15.256581730
90771U,1 90771U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90771  95.2785 346.1385 0002189 351.2733 208.6509 15.239693071
90772U,1 90772U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90772  96.4867  72.8431 0004023 122.3510 227.8956 15.230090092
90773U,1 90773U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90773  97.3782 313.7402 0005649 100.2918  79.2014 15.305658953
90774U,1 90774U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90774  98.0553 326.7807 0002479  73.0985 283.7328 15.300578054
90775U,1 90775U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90775  95.7942 237.8829 0007523   0.2765   9.6121 15.236110295
90776U,1 90776U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90776  98.1607  46.6584 0003426 114.1851 286.1792 15.372355046
90777U,1 90777U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90777  97.3185  30.1479 0005407 348.4209  45.8558 15.315894397
90778U,1 90778U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90778  96.8469 155.5749 0003937 294.3676  28.2924 15.233387458
90779U,1 90779U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90779  98.0849  77.3654 0002516  52.2878 331.2867 15.344066579
90780U,1 90780U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90780  98.2640  53.6712 0006148 325.6881 244.0413 15.228300010
90781U,1 90781U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90781  98.4310  16.7030 0003861  23.5806 330.1436 15.311652101
90782U,1 90782U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90782  97.2002 182.1596 0008790  66.7600 202.9136 15.333513302
90783U,1 90783U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90783  97.0856 108.9419 0008665  42.0443 203.1743 15.324837553
90784U,1 90784U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90784  98.9373 262.5085 0009357 156.7606 247.4282 15.287953574
90785U,1 90785U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90785  98.0272 285.3041 0009270 215.6565 243.2988 15.295942845
90786U,1 90786U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90786  97.5121  13.3704 0005973   2.1237 287.8849 15.276522866
90787U,1 90787U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90787  98.0979 345.6843 0005414 337.7797 294.8665 15.300459637
90788U,1 90788U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90788  96.5859  38.6567 0005041  55.4225 313.0078 15.367417688
90789U,1 90789U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90789  96.5466 209.9608 0003515  55.3956 192.2075 15.365847699
90790U,1 90790U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90790  96.3754 283.3722 0007823  50.7890 186.4880 15.234894330
90791U,1 90791U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90791  98.7651 269.7699 0001944 205.3108 346.2649 15.386258691
90792U,1 90792U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90792  98.2523  86.5759 0006155  36.0544   3.7865 15.267650812
90793U,1 90793U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90793  98.6961 262.4026 0001728  83.3738  25.8620 15.241226263
90794U,1 90794U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90794  98.3341 175.6975 0002316 338.1639 319.7668 15.360920034
90795U,1 90795U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90795  96.9417 200.6228 0004099  59.7144 281.1616 15.297971815
90796U,1 90796U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90796  95.3687 237.7142 0004797  90.2501  53.6860 15.298285946
90797U,1 90797U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90797  98.8308  55.2977 0009335 269.5559 310.7759 15.340211047
90798U,1 90798U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90798  95.0120 350.6441 0007111 178.0794 177.7438 15.318081828
90799U,1 90799U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90799  96.1600 239.6200 0002135 341.4398  99.5975 15.220414839
90800U,1 90800U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90800  96.5120 227.8555 0003668 190.3157 321.6820 15.220642250
90801U,1 90801U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90801  98.2975 198.3479 0005827 147.1753 216.0026 15.315586261
90802U,1 90802U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90802  97.0272 176.6940 0006472 251.9947 275.5194 15.262316462
90803U,1 90803U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90803  96.8938 232.5692 0008305  19.4127 346.1844 15.386196033
90804U,1 90804U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90804  96.6200  36.1236 0004796 269.6084 108.8743 15.373721514
90805U,1 90805U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90805  95.8816  13.6561 0002382 231.2810 141.6596 15.254045585
90806U,1 90806U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90806  97.1656 185.0722 0009166 330.6823  26.8941 15.303426296
90807U,1 90807U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90807  98.4980 189.0262 0006281 216.8903 159.1858 15.321063857
90808U,1 90808U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90808  98.6074  35.5514 0002834  31.9896  36.7820 15.227103238
90809U,1 90809U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90809  95.2635   5.7909 0008508  26.5815 209.0036 15.221328389
90810U,1 90810U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90810  95.1712 137.2668 0004372 211.3545 209.5800 15.325442870
90811U,1 90811U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90811  97.3217 133.1785 0007517   2.8870 282.6282 15.362634581
90812U,1 90812U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90812  97.3607 202.8062 0003344 233.7537 145.8494 15.261013792
90813U,1 90813U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90813  98.0548 189.9136 0005347  53.9672  43.4596 15.241314053
90814U,1 90814U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90814  96.7122 165.3070 0008199 248.3857 206.7303 15.336855224
90815U,1 90815U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90815  98.7412 284.9918 0003795  61.3058 282.4224 15.326459845
90816U,1 90816U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90816  95.8507 203.1323 0009091 186.9328 172.9791 15.368790386
90817U,1 90817U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90817  96.2883 114.3681 0005957 137.4257  37.3465 15.303521357
90818U,1 90818U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90818  95.0960 354.5646 0002196 310.4761 354.8440 15.343705058
90819U,1 90819U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90819  95.6346 139.4997 0002011 348.9228 244.6855 15.373186779
90820U,1 90820U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90820  95.5948  88.3839 0001606  37.0548 351.8451 15.309684140
90821U,1 90821U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90821  95.5682 166.2435 0009414  12.8684 189.0001 15.343721431
90822U,1 90822U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90822  97.5489 300.1134 0001160 160.1341 102.8602 15.271425762
90823U,1 90823U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90823  98.0864 323.0612 0008089 131.6687 146.5390 15.234651313
90824U,1 90824U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90824  98.3026 241.2088 0009014 230.9031 344.7937 15.252500784
90825U,1 90825U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90825  98.7440  67.0182 0002472  51.5146 121.8605 15.267141415
90826U,1 90826U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90826  97.0341 266.7968 0007089  89.8908 302.5156 15.324224196
90827U,1 90827U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90827  95.2820 187.2249 0001444 216.2241 241.8736 15.291759157
90828U,1 90828U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90828  95.2790  62.2954 0004595 126.2217  99.3238 15.373006918
90829U,1 90829U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90829  97.6072 320.1622 0006112 300.3551 289.3227 15.233788329
90830U,1 90830U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90830  95.5695 234.7013 0005380  88.8168   7.5063 15.385587030
90831U,1 90831U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90831  97.9224 319.6276 0007818 332.0340 346.8779 15.335872801
90832U,1 90832U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90832  95.5412 236.4674 0006489 260.2846  72.6570 15.354339712
90833U,1 90833U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90833  95.6614  14.9944 0007792 270.8947  92.1510 15.320987863
90834U,1 90834U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90834  95.2016 171.5112 0002005 298.3618 184.3420 15.301737234
90835U,1 90835U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90835  97.3907  42.9210 0001875 115.4148 356.4377 15.320028865
90836U,1 90836U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90836  96.7276  55.1260 0002769  90.9280  12.3831 15.333256636
90837U,1 90837U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90837  97.1254  82.0962 0009463 339.6847  41.3773 15.323025577
90838U,1 90838U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90838  95.6748 148.9863 0008584 234.4650 266.2695 15.362526458
90839U,1 90839U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90839  96.6280 161.8765 0008051 179.6923 229.6535 15.327612549
90840U,1 90840U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90840  97.3574  75.4980 0007365 254.1858 312.5270 15.349878010
90841U,1 90841U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90841  96.2241 286.1334 0002559 295.7455 115.8350 15.370706741
90842U,1 90842U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90842  97.4232 351.3215 0002634 229.3651 113.7284 15.341792722
90843U,1 90843U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90843  95.4496   3.3259 0001942  97.3295 324.7858 15.315695173
90844U,1 90844U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90844  96.7042 195.5733 0001416 140.5490 153.6616 15.241350084
90845U,1 90845U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90845  98.7649 182.3665 0007783  66.2323  48.8224 15.368645665
90846U,1 90846U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90846  98.2061  89.1338 0005280 162.5695 321.1376 15.233650106
90847U,1 90847U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90847  97.8976  87.1855 0003940  46.9702 183.4585 15.375068717
90848U,1 90848U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90848  98.1065 114.7008 0002702 107.8510 128.3897 15.358628528
90849U,1 90849U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90849  97.1709 330.8558 0007412  56.8651 343.1164 15.355795349
90850U,1 90850U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90850  96.2564  78.5812 0008115 234.6564  15.5268 15.239952770
90851U,1 90851U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90851  98.1912 324.6453 0004978  77.8927 109.1222 15.247661661
90852U,1 90852U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90852  98.4019 167.0696 0007143 122.7027 268.3420 15.290639042
90853U,1 90853U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90853  96.6053  64.4602 0001705 173.0877  32.2031 15.281683773
90854U,1 90854U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90854  97.2760 282.7168 0006305  34.1727  69.7990 15.220985184
90855U,1 90855U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90855  95.3461 155.4365 0009554  66.0403 200.0567 15.294233225
90856U,1 90856U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90856  95.7513 321.9889 0003824 103.1682   4.7990 15.266802456
90857U,1 90857U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90857  95.2908 184.0362 0001420 106.4200  62.4564 15.346896457
90858U,1 90858U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90858  98.9320 236.9777 0006522 294.3521 129.0861 15.277583518
90859U,1 90859U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90859  97.0672 212.9985 0006974 103.9914 309.8210 15.303978269
90860U,1 90860U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90860  96.1850 113.5947 0005433 158.0043 106.7019 15.292813700
90861U,1 90861U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90861  97.7681 178.3093 0002926  24.4304 187.1231 15.268054551
90862U,1 90862U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90862  97.2197  98.5583 0005005 325.5490 156.8716 15.342516542
90863U,1 90863U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90863  98.6661  85.5893 0005472  31.8386 176.2573 15.294430503
90864U,1 90864U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90864  98.0365  39.8477 0003195 155.4007 271.7577 15.265344824
90865U,1 90865U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90865  95.6563 124.6765 0003812 290.4143  32.0840 15.238073835
90866U,1 90866U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90866  95.9577 342.9518 0003100   7.0438 301.6842 15.356791636
90867U,1 90867U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90867  96.3860 236.1021 0009158 218.8478 185.0213 15.251181417
90868U,1 90868U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90868  96.3827 254.7162 0008385 250.2514 357.7629 15.346651648
90869U,1 90869U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90869  97.2794 201.2100 0007611   7.2449 107.1498 15.319116289
90870U,1 90870U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90870  95.6824 252.1276 0001840 110.8958  56.1165 15.316193250
90871U,1 90871U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90871  95.1155 338.1242 0002829  24.2730 348.7453 15.335837791
90872U,1 90872U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90872  97.0116 132.1225 0008027 233.5903 217.1183 15.258271982
90873U,1 90873U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90873  97.0557  81.4979 0007695 221.5149 250.8518 15.227782793
90874U,1 90874U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90874  97.6492   6.4036 0009891   1.7233  97.8132 15.329088794
90875U,1 90875U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90875  96.5979 302.2550 0003900 159.1957  42.7873 15.318443365
90876U,1 90876U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90876  97.0950 141.0673 0008103 338.6458 315.3575 15.383991786
90877U,1 90877U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90877  95.5309 294.0889 0004514  40.1569 223.0390 15.237031937
90878U,1 90878U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90878  97.9065 106.1440 0003220 245.6636 227.7387 15.358001278
90879U,1 90879U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90879  95.9164 332.4622 0002663 194.9432  24.8484 15.325462419
90880U,1 90880U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90880  96.7060 332.5097 0001317 139.6880 197.9040 15.341613140
90881U,1 90881U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90881  98.4086 126.8347 0003488  96.1766  79.7512 15.330277611
90882U,1 90882U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90882  95.0404  96.3479 0002028 217.6832 222.4751 15.314881952
90883U,1 90883U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90883  97.4359 286.6410 0007326  83.4297 243.3492 15.251986013
90884U,1 90884U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90884  95.9173   9.5120 0004609  87.3166 241.1078 15.360622164
90885U,1 90885U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90885  98.2139 228.1844 0006541 137.7167 190.6866 15.372295555
90886U,1 90886U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90886  96.5210 266.2278 0005330 284.6421 130.3840 15.260871506
90887U,1 90887U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90887  95.3023 216.1761 0001453 321.9506  47.1732 15.274908857
90888U,1 90888U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90888  98.9912  24.2764 0006898  32.5711 353.3129 15.253758778
90889U,1 90889U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90889  96.2136 106.9346 0001066 341.1296 238.8045 15.286312139
90890U,1 90890U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90890  96.8580 340.5017 0001168 292.5075 163.0567 15.306807850
90891U,1 90891U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90891  98.6316 280.7276 0004628   5.6571 164.8256 15.288215711
90892U,1 90892U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90892  96.3447 160.9320 0005188 263.8377 285.0955 15.345814822
90893U,1 90893U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90893  96.2442  73.8097 0005560  70.3072 127.8198 15.306474493
90894U,1 90894U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90894  97.0722 278.5835 0002626 199.5051 297.3728 15.244083834
90895U,1 90895U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90895  97.2397 122.7519 0006707 255.6684   5.1507 15.341806195
90896U,1 90896U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90896  98.7318 144.9211 0002069 152.6385 292.2993 15.324482886
90897U,1 90897U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90897  96.2526 174.3138 0009532 325.0920 262.3700 15.269041477
90898U,1 90898U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90898  98.0952  26.6553 0006735 157.9029 167.4772 15.226312508
90899U,1 90899U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90899  96.6527 336.4340 0004024 147.5188 127.7566 15.268394389
90900U,1 90900U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90900  98.4569 232.2628 0008680  72.8024 249.3719 15.263614100
90901U,1 90901U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90901  96.2553   1.1918 0004371 230.3505  51.6047 15.252510471
90902U,1 90902U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90902  97.0054  41.3166 0007740 231.7547 108.4760 15.256880742
90903U,1 90903U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90903  97.5450  15.6739 0008092  44.3131 356.2029 15.344612013
90904U,1 90904U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90904  96.4166 358.8253 0007763  53.2262 121.5396 15.305177444
90905U,1 90905U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90905  95.7781 214.3358 0007901  57.5500   1.7588 15.260190795
90906U,1 90906U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9996,2 90906  96.1895 123.9367 0007520 111.6937 187.1744 15.383018266
90907U,1 90907U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9997,2 90907  98.4457  91.9009 0004317 341.1068 105.8878 15.327660417
90908U,1 90908U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9998,2 90908  96.5319 127.3331 0008913 105.9240 310.2453 15.297250618
90909U,1 90909U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9999,2 90909  97.1472  32.1294 0009461  98.1203  70.5393 15.267163209
90910U,1 90910U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9990,2 90910  98.9682 354.4257 0004507  11.1689 135.6871 15.339531160
90911U,1 90911U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9991,2 90911  98.0844 143.5728 0008473 319.8742  67.1897 15.352461301
90912U,1 90912U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9992,2 90912  98.7280 137.3601 0009648 219.8764 151.6117 15.377207472
90913U,1 90913U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9993,2 90913  97.3769  38.7327 0003664 123.5611  76.6345 15.231539193
90914U,1 90914U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9994,2 90914  98.9253   2.9604 0007902 337.4513 176.7139 15.323466574
90915U,1 90915U 25001A   25200.00000000  .00000000  00000-0  00000-0 0  9995,2 90915  97.3525 335.5078 0003442 134.9333 129.1237 15.370182615
